Abaeté,MG,-19.1551,-45.4444
Abaetetuba,PA,-1.72183,-48.8788
Abreu e Lima,PE,-7.90072,-34.8984
Acaraú,CE,-2.88769,-40.1183
Acopiara,CE,-6.08911,-39.448
Adamantina,SP,-21.682,-51.0737
Afogados da Ingazeira,PE,-7.74312,-37.631
Aguaí,SP,-22.0572,-46.9735
Águas Belas,PE,-9.11125,-37.1226
Águas de Lindóia,SP,-22.4733,-46.6314
Agudos,SP,-22.4694,-48.9863
Aimorés,MG,-19.5007,-41.0746
Alagoinhas,BA,-12.1335,-38.4208
Alegre,ES,-20.758,-41.5382
Alegrete,RS,-29.7902,-55.7949
Além Paraíba,MG,-21.8797,-42.7176
Alenquer,PA,-1.94623,-54.7384
Alfenas,MG,-21.4256,-45.9477
Almenara,MG,-16.1785,-40.6942
Almirante Tamandaré,PR,-25.3188,-49.3037
Altamira,PA,-3.20407,-52.21
Altos,PI,-5.03888,-42.4612
Álvares Machado,SP,-22.0764,-51.4722
Amargosa,BA,-13.0215,-39.602
Americana,SP,-22.7374,-47.3331
Américo Brasiliense,SP,-21.7288,-48.1147
Amparo,PB,-7.55502,-37.0628
Ananindeua,PA,-1.36391,-48.3743
Anápolis,GO,-16.3281,-48.953
Anastácio,MS,-20.4823,-55.8104
Andradas,MG,-22.0695,-46.5724
Andradina,SP,-20.8948,-51.3786
Angra dos Reis,RJ,-23.0011,-44.3196
Aparecida,SP,-22.8495,-45.2325
Aparecida de Goiânia,GO,-16.8198,-49.2469
Apucarana,PR,-23.55,-51.4635
Aquidauana,MS,-20.4666,-55.7868
Aquiraz,CE,-3.89929,-38.3896
Aracaju,SE,-10.9091,-37.0677
Aracati,CE,-4.55826,-37.7679
Araçatuba,SP,-21.2076,-50.4401
Aracruz,ES,-19.82,-40.2764
Araçuaí,MG,-16.8523,-42.0637
Araguaína,TO,-7.19238,-48.2044
Araguari,MG,-18.6456,-48.1934
Arapiraca,AL,-9.75487,-36.6615
Arapongas,PR,-23.4153,-51.4259
Araranguá,SC,-28.9356,-49.4918
Araraquara,SP,-21.7845,-48.178
Araras,SP,-22.3572,-47.3842
Araripina,PE,-7.57073,-40.494
Araruama,RJ,-22.8697,-42.3326
Araucária,PR,-25.5859,-49.4047
Araxá,MG,-19.5902,-46.9438
Arcos,MG,-20.2863,-45.5373
Arcoverde,PE,-8.41519,-37.0577
Aripuanã,MT,-10.1723,-59.4568
Ariquemes,RO,-9.90571,-63.0325
Arraial do Cabo,RJ,-22.9774,-42.0267
Artur Nogueira,SP,-22.5727,-47.1727
Arujá,SP,-23.3965,-46.32
Assis,SP,-22.66,-50.4183
Astorga,PR,-23.2318,-51.6668
Atalaia,AL,-9.5119,-36.0086
Atibaia,SP,-23.1171,-46.5563
Avaré,SP,-23.1067,-48.9251
Bacabal,MA,-4.22447,-44.7832
Bagé,RS,-31.3297,-54.0999
Baixo Guandu,ES,-19.5213,-41.0109
Balneário Camboriú,SC,-26.9926,-48.6352
Balsas,MA,-7.53214,-46.0372
Bambuí,MG,-20.0166,-45.9754
Bandeirantes,MS,-19.9275,-54.3585
Barão de Cocais,MG,-19.9389,-43.4755
Barbacena,MG,-21.2214,-43.7703
Barbalha,CE,-7.2982,-39.3021
Barcarena,PA,-1.51187,-48.6195
Bariri,SP,-22.073,-48.7438
Barra,BA,-11.0859,-43.1459
Barra Bonita,SP,-22.4909,-48.5583
Barra de São Francisco,ES,-18.7548,-40.8965
Barra do Bugres,MT,-15.0702,-57.1878
Barra do Corda,MA,-5.49682,-45.2485
Barra do Garças,MT,-15.8804,-52.264
Barra do Piraí,RJ,-22.4715,-43.8269
Barra dos Coqueiros,SE,-10.8996,-37.0323
Barra Mansa,RJ,-22.5481,-44.1752
Barras,PI,-4.24468,-42.2922
Barreiras,BA,-12.1439,-44.9968
Barreiros,PE,-8.81605,-35.1832
Barretos,SP,-20.5531,-48.5698
Barrinha,SP,-21.1864,-48.1636
Barueri,SP,-23.5057,-46.879
Batatais,SP,-20.8929,-47.5921
Baturité,CE,-4.32598,-38.8812
Bauru,SP,-22.3246,-49.0871
Bayeux,PB,-7.1238,-34.9293
Bebedouro,SP,-20.9491,-48.4791
Beberibe,CE,-4.17741,-38.1271
Belém,AL,-9.57047,-36.4904
Belford Roxo,RJ,-22.764,-43.3992
Belo Horizonte,MG,-19.9102,-43.9266
Belo Jardim,PE,-8.3313,-36.4258
Benevides,PA,-1.36183,-48.2434
Bento Gonçalves,RS,-29.1662,-51.5165
Bertioga,SP,-23.8486,-46.1396
Betim,MG,-19.9668,-44.2008
Bezerros,PE,-8.2328,-35.796
Biguaçu,SC,-27.496,-48.6598
Birigui,SP,-21.291,-50.3432
Blumenau,SC,-26.9155,-49.0709
Boa Esperança,ES,-18.5395,-40.3025
Boa Viagem,CE,-5.11258,-39.7337
Boa Vista,RR,2.82384,-60.6753
Bocaiúva,MG,-17.1135,-43.8104
Boituva,SP,-23.2855,-47.6786
Bom Conselho,PE,-9.16919,-36.6857
Bom Despacho,MG,-19.7386,-45.2622
Bom Jesus da Lapa,BA,-13.2506,-43.4108
Bom Jesus do Itabapoana,RJ,-21.1449,-41.6822
Botucatu,SP,-22.8837,-48.4437
Braço do Norte,SC,-28.2681,-49.1701
Bragança,PA,-1.06126,-46.7826
Bragança Paulista,SP,-22.9527,-46.5419
Brasília,DF,-15.7795,-47.9297
Brejo da Madre de Deus,PE,-8.14933,-36.3741
Brejo Santo,CE,-7.48469,-38.9799
Brotas,SP,-22.2795,-48.1251
Brumadinho,MG,-20.151,-44.2007
Brumado,BA,-14.2021,-41.6696
Brusque,SC,-27.0977,-48.9107
Buíque,PE,-8.61954,-37.1606
Buritizeiro,MG,-17.3656,-44.9606
Butiá,RS,-30.1179,-51.9601
Cabedelo,PB,-6.98731,-34.8284
Cabo Frio,RJ,-22.8894,-42.0286
Cabreúva,SP,-23.3053,-47.1362
Caçador,SC,-26.7757,-51.012
Caçapava,SP,-23.0992,-45.7076
Cachoeira do Sul,RS,-30.033,-52.8928
Cachoeiras de Macacu,RJ,-22.4658,-42.6523
Cachoeirinha,PE,-8.48668,-36.2402
Cachoeiro de Itapemirim,ES,-20.8462,-41.1198
Cacoal,RO,-11.4343,-61.4562
Caeté,MG,-19.8826,-43.6704
Caetité,BA,-14.0684,-42.4861
Caicó,RN,-6.45441,-37.1067
Caieiras,SP,-23.3607,-46.7397
Cajamar,SP,-23.355,-46.8781
Cajati,SP,-24.7324,-48.1223
Cajazeiras,PB,-6.88004,-38.5577
Cajuru,SP,-21.2749,-47.303
Caldas Novas,GO,-17.7441,-48.6246
Camaçari,BA,-12.6996,-38.3263
Camaquã,RS,-30.8489,-51.8043
Cambará,PR,-23.0423,-50.0753
Cambé,PR,-23.2766,-51.2798
Cambuí,MG,-22.6115,-46.0572
Cametá,PA,-2.24295,-49.4979
Camocim,CE,-2.9005,-40.8544
Campina Grande,PB,-7.22196,-35.8731
Campina Grande do Sul,PR,-25.3044,-49.0551
Campinas,SP,-22.9053,-47.0659
Campo Belo,MG,-20.8932,-45.2699
Campo Formoso,BA,-10.5105,-40.32
Campo Grande,AL,-9.95542,-36.7926
Campo Largo,PR,-25.4525,-49.529
Campo Maior,PI,-4.8217,-42.1641
Campo Mourão,PR,-24.0463,-52.378
Campo Verde,MT,-15.545,-55.1626
Campos do Jordão,SP,-22.7296,-45.5833
Campos dos Goytacazes,RJ,-21.7622,-41.3181
Campos Gerais,MG,-21.237,-45.7569
Campos Novos,SC,-27.4002,-51.2276
Canavieiras,BA,-15.6722,-38.9536
Candelária,RS,-29.6684,-52.7895
Cândido Mota,SP,-22.7471,-50.3873
Canela,RS,-29.356,-50.8119
Canguaretama,RN,-6.37193,-35.1281
Canguçu,RS,-31.396,-52.6783
Canindé,CE,-4.35162,-39.3155
Canoas,RS,-29.9128,-51.1857
Canoinhas,SC,-26.1766,-50.395
Capanema,PA,-1.20529,-47.1778
Capão da Canoa,RS,-29.7642,-50.0282
Capelinha,MG,-17.6888,-42.5147
Capinzal,SC,-27.3473,-51.6057
Capitão Poço,PA,-1.74785,-47.0629
Capivari,SP,-22.9951,-47.5071
Caraguatatuba,SP,-23.6125,-45.4125
Carangola,MG,-20.7343,-42.0313
Carapicuíba,SP,-23.5235,-46.8407
Caratinga,MG,-19.7868,-42.1292
Carazinho,RS,-28.2958,-52.7933
Carlos Barbosa,RS,-29.2969,-51.5028
Carmo do Paranaíba,MG,-18.991,-46.3167
Carpina,PE,-7.84566,-35.2514
Caruaru,PE,-8.28455,-35.9699
Casa Branca,SP,-21.7708,-47.0852
Cascavel,PR,-24.9573,-53.459
Casimiro de Abreu,RJ,-22.4812,-42.2066
Cassilândia,MS,-19.1179,-51.7313
Castanhal,PA,-1.29797,-47.9167
Castelo,ES,-20.6033,-41.2031
Castro,PR,-24.7891,-50.0108
Cataguases,MG,-21.3924,-42.6896
Catalão,GO,-18.1656,-47.944
Catanduva,SP,-21.1314,-48.977
Catende,PE,-8.67509,-35.7024
Catolé do Rocha,PB,-6.34062,-37.747
Catu,BA,-12.3513,-38.3791
Caucaia,CE,-3.72797,-38.6619
Caxambu,MG,-21.9753,-44.9319
Caxias,MA,-4.86505,-43.3617
Caxias do Sul,RS,-29.1629,-51.1792
Ceres,GO,-15.3061,-49.6
Cerquilho,SP,-23.1665,-47.7459
Chapadinha,MA,-3.73875,-43.3538
Chapecó,SC,-27.1004,-52.6152
Charqueadas,RS,-29.9625,-51.6289
Cianorte,PR,-23.6599,-52.6054
Cláudio,MG,-20.4437,-44.7673
Coaraci,BA,-14.637,-39.5556
Coari,AM,-4.09412,-63.1441
Codó,MA,-4.45562,-43.8924
Coelho Neto,MA,-4.25245,-43.0108
Colatina,ES,-19.5493,-40.6269
Colinas,RS,-29.3948,-51.8556
Colombo,PR,-25.2925,-49.2262
Colorado,PR,-22.8374,-51.9743
Conceição da Barra,ES,-18.5883,-39.7362
Conceição do Araguaia,PA,-8.26136,-49.2689
Conceição do Coité,BA,-11.56,-39.2808
Conceição do Jacuípe,BA,-12.3268,-38.7684
Conchal,SP,-22.3375,-47.1729
Concórdia,SC,-27.2335,-52.026
Condado,PE,-7.58787,-35.0999
Congonhas,MG,-20.4958,-43.851
Conselheiro Lafaiete,MG,-20.6634,-43.7846
Contagem,MG,-19.9321,-44.0539
Cordeirópolis,SP,-22.4778,-47.4519
Corinto,MG,-18.369,-44.4542
Cornélio Procópio,PR,-23.1829,-50.6498
Coroatá,MA,-4.13442,-44.1244
Coromandel,MG,-18.4734,-47.1933
Coronel Fabriciano,MG,-19.5179,-42.6276
Corumbá,MS,-19.0077,-57.651
Coruripe,AL,-10.1276,-36.1717
Cosmópolis,SP,-22.6419,-47.1926
Cotia,SP,-23.6022,-46.919
Coxim,MS,-18.5013,-54.751
Crateús,CE,-5.16768,-40.6536
Crato,CE,-7.2153,-39.4103
Cravinhos,SP,-21.338,-47.7324
Criciúma,SC,-28.6723,-49.3729
Cristalina,GO,-16.7676,-47.6131
Cruz Alta,RS,-28.645,-53.6048
Cruz das Almas,BA,-12.6675,-39.1008
Cruzeiro,SP,-22.5728,-44.969
Cruzeiro do Sul,AC,-7.62762,-72.6756
Cubatão,SP,-23.8911,-46.424
Cuiabá,MT,-15.601,-56.0974
Cupira,PE,-8.62432,-35.9518
Curitiba,PR,-25.4195,-49.2646
Curitibanos,SC,-27.2824,-50.5816
Currais Novos,RN,-6.25484,-36.5146
Cururupu,MA,-1.81475,-44.8644
Curvelo,MG,-18.7527,-44.4303
Delmiro Gouveia,AL,-9.38534,-37.9987
Descalvado,SP,-21.9002,-47.6181
Diadema,SP,-23.6813,-46.6205
Diamantina,MG,-18.2413,-43.6031
Divinópolis,MG,-20.1446,-44.8912
Dois Córregos,SP,-22.3673,-48.3819
Dois Vizinhos,PR,-25.7407,-53.057
Dom Pedrito,RS,-30.9756,-54.6694
Dourados,MS,-22.2231,-54.812
Duque de Caxias,RJ,-22.7858,-43.3049
Elói Mendes,MG,-21.6088,-45.5691
Entre Rios,SC,-26.7225,-52.5585
Erechim,RS,-27.6364,-52.2697
Escada,PE,-8.35672,-35.2241
Esmeraldas,MG,-19.764,-44.3065
Esperança,PB,-7.02278,-35.8597
Esperantina,PI,-3.88863,-42.2324
Espírito Santo do Pinhal,SP,-22.1909,-46.7477
Esplanada,BA,-11.7942,-37.9432
Estância,SE,-11.2659,-37.4484
Estância Velha,RS,-29.6535,-51.1843
Esteio,RS,-29.852,-51.1841
Estrela,RS,-29.5002,-51.9495
Euclides da Cunha,BA,-10.5078,-39.0153
Eunápolis,BA,-16.3715,-39.5821
Eusébio,CE,-3.8925,-38.4559
Farroupilha,RS,-29.2227,-51.3419
Feira de Santana,BA,-12.2664,-38.9663
Fernandópolis,SP,-20.2806,-50.2471
Flores da Cunha,RS,-29.0261,-51.1875
Floriano,PI,-6.77182,-43.0241
Florianópolis,SC,-27.5945,-48.5477
Formiga,MG,-20.4618,-45.4268
Formosa,GO,-15.54,-47.337
Forquilhinha,SC,-28.7454,-49.4785
Fortaleza,CE,-3.71664,-38.5423
Foz do Iguaçu,PR,-25.5427,-54.5827
Franca,SP,-20.5352,-47.4039
Francisco Beltrão,PR,-26.0817,-53.0535
Francisco Morato,SP,-23.2792,-46.7448
Franco da Rocha,SP,-23.3229,-46.729
Frederico Westphalen,RS,-27.3586,-53.3958
Frutal,MG,-20.0259,-48.9355
Gameleira,PE,-8.5798,-35.3846
Gandu,BA,-13.7441,-39.4747
Garanhuns,PE,-8.88243,-36.4966
Garça,SP,-22.2125,-49.6546
Garibaldi,RS,-29.259,-51.5352
Gaspar,SC,-26.9336,-48.9534
Goiana,PE,-7.5606,-34.9959
Goianésia,GO,-15.3118,-49.1162
Goiânia,GO,-16.6864,-49.2643
Goianira,GO,-16.4947,-49.427
Goiás,GO,-15.9333,-50.14
Goiatuba,GO,-18.0105,-49.3658
Governador Valadares,MG,-18.8545,-41.9555
Grajaú,MA,-5.81367,-46.1462
Granja,CE,-3.12788,-40.8372
Gravatá,PE,-8.21118,-35.5675
Gravataí,RS,-29.9413,-50.9869
Guaçuí,ES,-20.7668,-41.6734
Guaíba,RS,-30.1086,-51.3233
Guaíra,SP,-20.3196,-48.312
Guaiúba,CE,-4.04057,-38.6404
Guanambi,BA,-14.2231,-42.7799
Guanhães,MG,-18.7713,-42.9312
Guapimirim,RJ,-22.5347,-42.9895
Guaporé,RS,-28.8399,-51.8895
Guarabira,PB,-6.85064,-35.485
Guaramirim,SC,-26.4688,-49.0026
Guarapari,ES,-20.6772,-40.5093
Guarapuava,PR,-25.3902,-51.4623
Guararapes,SP,-21.2544,-50.6453
Guararema,SP,-23.4112,-46.0369
Guaratinguetá,SP,-22.8075,-45.1938
Guaratuba,PR,-25.8817,-48.5752
Guariba,SP,-21.3594,-48.2316
Guarujá,SP,-23.9888,-46.258
Guarulhos,SP,-23.4538,-46.5333
Guaxupé,MG,-21.305,-46.7081
Gurupi,TO,-11.7279,-49.068
Horizonte,CE,-4.1209,-38.4707
Hortolândia,SP,-22.8529,-47.2143
Humaitá,RS,-27.5691,-53.9695
Iaçu,BA,-12.7666,-40.2056
Ibaiti,PR,-23.8478,-50.1932
Ibaté,SP,-21.9584,-47.9882
Ibicaraí,BA,-14.8579,-39.5914
Ibiporã,PR,-23.2659,-51.0522
Ibirataia,BA,-14.0643,-39.6459
Ibirité,MG,-20.0252,-44.0569
Ibitinga,SP,-21.7562,-48.8319
Ibiúna,SP,-23.6596,-47.223
Içara,SC,-28.7132,-49.3087
Icó,CE,-6.39627,-38.8554
Igaraçu do Tietê,SP,-22.509,-48.5597
Igarapava,SP,-20.0407,-47.7466
Igarapé,MG,-20.0707,-44.2994
Igarassu,PE,-7.82881,-34.9013
Igrejinha,RS,-29.5693,-50.7919
Iguape,SP,-24.699,-47.5537
Iguatu,PR,-24.7153,-53.0827
Ijuí,RS,-28.388,-53.92
Ilha Solteira,SP,-20.4326,-51.3426
Ilhabela,SP,-23.7785,-45.3552
Ilhéus,BA,-14.793,-39.046
Imbituba,SC,-28.2284,-48.6659
Imbituva,PR,-25.2285,-50.5989
Imperatriz,MA,-5.51847,-47.4777
Indaial,SC,-26.8992,-49.2354
Indaiatuba,SP,-23.0816,-47.2101
Inhumas,GO,-16.3611,-49.5001
Ipameri,GO,-17.7215,-48.1581
Ipatinga,MG,-19.4703,-42.5476
Ipiaú,BA,-14.1226,-39.7353
Ipirá,BA,-12.1561,-39.7359
Ipojuca,PE,-8.39303,-35.0609
Iporá,GO,-16.4398,-51.118
Ipu,CE,-4.31748,-40.7059
Irati,SC,-26.6539,-52.8955
Irecê,BA,-11.3033,-41.8535
Itabaiana,SE,-10.6826,-37.4273
Itaberaba,BA,-12.5242,-40.3059
Itaberaí,GO,-16.0206,-49.806
Itabira,MG,-19.6239,-43.2312
Itabirito,MG,-20.2501,-43.8038
Itaboraí,RJ,-22.7565,-42.8639
Itabuna,BA,-14.7876,-39.2781
Itacoatiara,AM,-3.13861,-58.4449
Itaguaí,RJ,-22.8636,-43.7798
Itaí,SP,-23.4213,-49.092
Itaitinga,CE,-3.96577,-38.5298
Itaituba,PA,-4.2667,-55.9926
Itajaí,SC,-26.9101,-48.6705
Itajubá,MG,-22.4225,-45.4598
Itamaraju,BA,-17.0378,-39.5386
Itambé,BA,-15.2429,-40.63
Itanhaém,SP,-24.1736,-46.788
Itaparica,BA,-12.8932,-38.68
Itapecerica da Serra,SP,-23.7161,-46.8572
Itapecuru Mirim,MA,-3.40202,-44.3508
Itapema,SC,-27.0861,-48.616
Itaperuçu,PR,-25.2193,-49.3454
Itaperuna,RJ,-21.1997,-41.8799
Itapetinga,BA,-15.2475,-40.2482
Itapetininga,SP,-23.5886,-48.0483
Itapeva,SP,-23.9788,-48.8764
Itapevi,SP,-23.5488,-46.9327
Itapipoca,CE,-3.49933,-39.5836
Itapira,SP,-22.4357,-46.8224
Itápolis,SP,-21.5942,-48.8149
Itapuranga,GO,-15.5606,-49.949
Itaquaquecetuba,SP,-23.4835,-46.3457
Itaqui,RS,-29.1311,-56.5515
Itararé,SP,-24.1085,-49.3352
Itatiba,SP,-23.0035,-46.8464
Itaúna,MG,-20.0818,-44.5801
Itu,SP,-23.2544,-47.2927
Ituberá,BA,-13.7249,-39.1481
Ituiutaba,MG,-18.9772,-49.4639
Itumbiara,GO,-18.4093,-49.2158
Itupeva,SP,-23.1526,-47.0593
Itupiranga,PA,-5.13272,-49.3358
Iturama,MG,-19.7276,-50.1966
Ituverava,SP,-20.3355,-47.7902
Jaboatão dos Guararapes,PE,-8.11298,-35.015
Jaboticabal,SP,-21.252,-48.3252
Jacareí,SP,-23.2983,-45.9658
Jacarezinho,PR,-23.1591,-49.9739
Jaciara,MT,-15.9548,-54.9733
Jacobina,BA,-11.1812,-40.5117
Jaguaquara,BA,-13.5248,-39.964
Jaguarão,RS,-32.5604,-53.377
Jaguarari,BA,-10.2569,-40.1999
Jaguariaíva,PR,-24.2439,-49.7066
Jaguaribe,CE,-5.90213,-38.6227
Jaguariúna,SP,-22.7037,-46.9851
Jaguaruana,CE,-4.83151,-37.781
Jales,SP,-20.2672,-50.5494
Janaúba,MG,-15.8022,-43.3132
Jandira,SP,-23.5275,-46.9023
Januária,MG,-15.4802,-44.3639
Japeri,RJ,-22.6435,-43.6602
Jaraguá,GO,-15.7529,-49.3344
Jaraguá do Sul,SC,-26.4851,-49.0713
Jardim,CE,-7.57599,-39.2826
Jardinópolis,SP,-21.0176,-47.7606
Jaru,RO,-10.4318,-62.4788
Jataí,GO,-17.8784,-51.7204
Jatobá,MA,-5.82282,-44.2153
Jaú,SP,-22.2936,-48.5592
Jequié,BA,-13.8509,-40.0877
Joaçaba,SC,-27.1721,-51.5108
João Câmara,RN,-5.54094,-35.8122
João Monlevade,MG,-19.8126,-43.1735
João Pessoa,PB,-7.11509,-34.8641
João Pinheiro,MG,-17.7398,-46.1715
Joinville,SC,-26.3045,-48.8487
José Bonifácio,SP,-21.0551,-49.6892
José de Freitas,PI,-4.75146,-42.5746
Juatuba,MG,-19.9448,-44.3451
Juazeiro do Norte,CE,-7.19621,-39.3076
Juiz de Fora,MG,-21.7595,-43.3398
Júlio de Castilhos,RS,-29.2299,-53.6772
Jundiaí,SP,-23.1852,-46.8974
Lagarto,SE,-10.9136,-37.6689
Lages,SC,-27.815,-50.3259
Lago da Pedra,MA,-4.56974,-45.1319
Lagoa da Prata,MG,-20.0237,-45.5401
Lagoa Santa,MG,-19.6397,-43.8932
Lagoa Vermelha,RS,-28.2093,-51.5248
Laguna,SC,-28.4843,-48.7772
Lajeado,RS,-29.4591,-51.9644
Lajedo,PE,-8.65791,-36.3293
Lapa,PR,-25.7671,-49.7168
Laranjal Paulista,SP,-23.0506,-47.8375
Laranjeiras,SE,-10.7981,-37.1731
Lauro de Freitas,BA,-12.8978,-38.321
Lavras,MG,-21.248,-45.0009
Leme,SP,-22.1809,-47.3841
Lençóis Paulista,SP,-22.6027,-48.8037
Leopoldina,MG,-21.5296,-42.6421
Limeira,SP,-22.566,-47.397
Limoeiro,PE,-7.8726,-35.4402
